dataset,exercise_set,question,answer,grade,min_grade,max_grade,subject,exercise_type,isced_level,language,rubric,desired_answer,metadata
mohler,76,"Briefly, how does selection sort work?",You select the smallest element and place it on the left.  You select the smallest element and sort it with respect the the item already on the left.  You continue this till the end of the collection of items.,5,1.0,5.0,computer_science,short_answer,6,english,,"It selects the minimum from an array and places it on the first position, then it selects the minimum from the rest of the array and places it on the second position, and so forth.",
mohler,76,"Briefly, how does selection sort work?","A selection sort scrolls through the data structure looking for the lowest (or highest) unsorted piece of data, moves it to the held spot, increments that spot by one, and starts the process over.",5,1.0,5.0,computer_science,short_answer,6,english,,"It selects the minimum from an array and places it on the first position, then it selects the minimum from the rest of the array and places it on the second position, and so forth.",
mohler,76,"Briefly, how does selection sort work?","Selection sort traverses an unsorted array looking for the smallest value, when it's found it is put at the beginning of the unsorted array.  Performed several times, this will output a sorted array.",5,1.0,5.0,computer_science,short_answer,6,english,,"It selects the minimum from an array and places it on the first position, then it selects the minimum from the rest of the array and places it on the second position, and so forth.",
mohler,76,"Briefly, how does selection sort work?","Selection sort sorts an array one element at at time. It first finds the element with the smallest key and puts it into the first location within its array or list, then finds the next smallest and puts it in the second location, and so on.",5,1.0,5.0,computer_science,short_answer,6,english,,"It selects the minimum from an array and places it on the first position, then it selects the minimum from the rest of the array and places it on the second position, and so forth.",
mohler,77,What is the advantage of linked lists over arrays?,A link list can grow to a infinite size as a array has a fixes size.,5,1.0,5.0,computer_science,short_answer,6,english,,"Linked lists are dynamic structures, which allow for a variable number of elements to be stored.",
mohler,77,What is the advantage of linked lists over arrays?,The advantage of linked lists is that they are not limited in size like arrays.,5,1.0,5.0,computer_science,short_answer,6,english,,"Linked lists are dynamic structures, which allow for a variable number of elements to be stored.",
mohler,77,What is the advantage of linked lists over arrays?,link lists dont have a fixed size,5,1.0,5.0,computer_science,short_answer,6,english,,"Linked lists are dynamic structures, which allow for a variable number of elements to be stored.",
mohler,77,What is the advantage of linked lists over arrays?,"Linked Lists can be of variable size, where arrays have fixed size.",5,1.0,5.0,computer_science,short_answer,6,english,,"Linked lists are dynamic structures, which allow for a variable number of elements to be stored.",
mohler,77,What is the advantage of linked lists over arrays?,"Linked lists do not have a definite size. They can be as big or as small as needed, and they don't have to allocate extra memory for elements you don't need. Arrays size must be defined.",5,1.0,5.0,computer_science,short_answer,6,english,,"Linked lists are dynamic structures, which allow for a variable number of elements to be stored.",
mohler,77,What is the advantage of linked lists over arrays?,"a linked list has a dynamic size , but an array only has a fixed size and takes allot of extra operations to increase its size.",5,1.0,5.0,computer_science,short_answer,6,english,,"Linked lists are dynamic structures, which allow for a variable number of elements to be stored.",
mohler,77,What is the advantage of linked lists over arrays?,You do not have to predetermine your list size as you do with arrays. Linked list have the ability to be as large as you want them adding memory as needed.,5,1.0,5.0,computer_science,short_answer,6,english,,"Linked lists are dynamic structures, which allow for a variable number of elements to be stored.",
